"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"387","Usa el transporte público","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"388","Se va en taxi /UBER","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","1","50","0","NaN","0","NaN","0","NaN","0","NaN"
"389","Le pide a un familiar / amigo que la (o) lleve","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"390","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"391","Total","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","2","100","0","NaN","0","NaN","0","NaN","0","NaN"
"392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"393","AP16NoPrestarQuienAutosSol4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"394","Nos organizamos","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"395","Usa el transporte público","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN"
"396","Se va en taxi /UBER","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"397","Le pide a un familiar / amigo que la (o) lleve","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"398","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"399","Total","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN"
"400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"401","AP16Actividades1","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"402","1","21","19.8","0","0","3","42.9","1","5.3","3","27.3","5","25","8","27.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"403","2","27","25.5","5","38.5","1","14.3","4","21.1","3","27.3","6","30","7","24.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"404","3","58","54.7","8","61.5","3","42.9","14","73.7","5","45.5","9","45","14","48.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"407","AP16Actividades2","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"408","1","29","27.4","5","38.5","2","28.6","6","31.6","2","18.2","3","15","7","24.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"409","2","52","49.1","6","46.2","3","42.9","8","42.1","7","63.6","8","40","18","62.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"410","3","25","23.6","2","15.4","2","28.6","5","26.3","2","18.2","9","45","4","13.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"411","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"413","AP16Actividades3","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"414","1","65","61.3","8","61.5","7","100","16","84.2","6","54.5","5","25","20","69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"415","2","24","22.6","5","38.5","0","0","0","0","3","27.3","6","30","6","20.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"416","3","17","16","0","0","0","0","3","15.8","2","18.2","9","45","3","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"417","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"419","AP16Actividades4","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"420","1","19","17.9","2","15.4","0","0","7","36.8","3","27.3","2","10","4","13.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"421","2","39","36.8","7","53.8","2","28.6","3","15.8","5","45.5","6","30","14","48.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422","3","48","45.3","4","30.8","5","71.4","9","47.4","3","27.3","12","60","11","37.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"425","AP16Actividades5","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"426","1","26","24.5","1","7.7","0","0","7","36.8","4","36.4","5","25","9","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"427","2","37","34.9","7","53.8","2","28.6","4","21.1","6","54.5","5","25","11","37.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"428","3","43","40.6","5","38.5","5","71.4","8","42.1","1","9.1","10","50","9","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"429","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"431","AP16Actividades6","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"432","1","20","18.9","2","15.4","0","0","4","21.1","1","9.1","3","15","6","20.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"433","2","37","34.9","7","53.8","2","28.6","8","42.1","4","36.4","4","20","11","37.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"434","3","49","46.2","4","30.8","5","71.4","7","36.8","6","54.5","13","65","12","41.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"435","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"437","AP16Actividades7","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"438","1","19","17.9","3","23.1","0","0","6","31.6","5","45.5","2","10","2","6.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"439","2","45","42.5","4","30.8","2","28.6","6","31.6","4","36.4","7","35","17","58.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"440","3","42","39.6","6","46.2","5","71.4","7","36.8","2","18.2","11","55","10","34.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"441","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"443","AP16Actividades8","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"444","1","16","15.1","2","15.4","1","14.3","0","0","1","9.1","3","15","7","24.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"445","2","37","34.9","4","30.8","1","14.3","11","57.9","4","36.4","4","20","10","34.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"446","3","53","50","7","53.8","5","71.4","8","42.1","6","54.5","13","65","12","41.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"447","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"449","AP16Actividades9","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450","1","26","24.5","4","30.8","1","14.3","4","21.1","6","54.5","2","10","5","17.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"451","2","47","44.3","7","53.8","4","57.1","9","47.4","4","36.4","9","45","13","44.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"452","3","33","31.1","2","15.4","2","28.6","6","31.6","1","9.1","9","45","11","37.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"453","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"455","AP16Actividades10","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"456","1","75","70.8","12","92.3","5","71.4","13","68.4","8","72.7","12","60","21","72.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"457","2","20","18.9","1","7.7","1","14.3","2","10.5","3","27.3","3","15","7","24.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"458","3","11","10.4","0","0","1","14.3","4","21.1","0","0","5","25","1","3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"459","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"461","AP16Actividades11","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"462","1","11","10.4","1","7.7","0","0","1","5.3","1","9.1","1","5","6","20.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"463","2","40","37.7","8","61.5","0","0","8","42.1","6","54.5","4","20","11","37.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"464","3","55","51.9","4","30.8","7","100","10","52.6","4","36.4","15","75","12","41.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"465","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"467","AP17Preferencia","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"468","Auto","44","41.5","0","NaN","0","NaN","44","41.5","0","NaN","0","NaN","19","51.4","25","36.2","0","NaN","12","36.4","11","42.3","9","36","9","52.9","3","60","0","NaN","7","26.9","6","27.3","10","34.5","21","72.4","3","15.8","8","50","7","46.7","9","45","12","66.7","5","27.8","22","46.8","1","12.5","13","76.5","8","23.5","0","NaN"
"469","Moto","62","58.5","0","NaN","0","NaN","62","58.5","0","NaN","0","NaN","18","48.6","44","63.8","0","NaN","21","63.6","15","57.7","16","64","8","47.1","2","40","0","NaN","19","73.1","16","72.7","19","65.5","8","27.6","16","84.2","8","50","8","53.3","11","55","6","33.3","13","72.2","25","53.2","7","87.5","4","23.5","26","76.5","0","NaN"
"470","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"472","AP17PREFERENCIAAUTOS","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"473","P17_L_AMBOS_Es_m_s_seguro","36","34","0","NaN","0","NaN","36","34","0","NaN","0","NaN","16","43.2","20","29","0","NaN","11","33.3","10","38.5","8","32","6","35.3","1","20","0","NaN","4","15.4","5","22.7","10","34.5","17","58.6","2","10.5","4","25","7","46.7","9","45","9","50","5","27.8","18","38.3","1","12.5","11","64.7","6","17.6","0","NaN"
"474","P17_L_AMBOS_Es_m_s_c_modo","23","21.7","0","NaN","0","NaN","23","21.7","0","NaN","0","NaN","11","29.7","12","17.4","0","NaN","6","18.2","6","23.1","6","24","5","29.4","0","0","0","NaN","2","7.7","3","13.6","6","20.7","12","41.4","3","15.8","4","25","3","20","2","10","7","38.9","4","22.2","11","23.4","1","12.5","8","47.1","3","8.8","0","NaN"
"475","P17_L_AMBOS_Es_m_s_amplio","26","24.5","0","NaN","0","NaN","26","24.5","0","NaN","0","NaN","9","24.3","17","24.6","0","NaN","11","33.3","4","15.4","5","20","4","23.5","2","40","0","NaN","4","15.4","3","13.6","5","17.2","14","48.3","2","10.5","5","31.2","7","46.7","3","15","8","44.4","1","5.6","14","29.8","0","0","7","41.2","5","14.7","0","NaN"
"476","P17_L_AMBOS_Puedo_cargar_m_s_cosas","13","12.3","0","NaN","0","NaN","13","12.3","0","NaN","0","NaN","8","21.6","5","7.2","0","NaN","5","15.2","2","7.7","4","16","2","11.8","0","0","0","NaN","2","7.7","1","4.5","2","6.9","8","27.6","1","5.3","1","6.2","2","13.3","0","0","6","33.3","3","16.7","6","12.8","0","0","4","23.5","3","8.8","0","NaN"
"477","P17_L_AMBOS_Puedo_llevar_a_mi_familia","14","13.2","0","NaN","0","NaN","14","13.2","0","NaN","0","NaN","7","18.9","7","10.1","0","NaN","5","15.2","3","11.5","2","8","3","17.6","1","20","0","NaN","3","11.5","2","9.1","2","6.9","7","24.1","2","10.5","1","6.2","3","20","1","5","6","33.3","1","5.6","8","17","0","0","4","23.5","2","5.9","0","NaN"
