"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"1","MP15NumAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"481","P20_I_AMBOS_Cr_dito_personal_del_banco","1","10","0","NaN","0","NaN","1","10","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","0","0","0","NaN","0","0","1","100","0","NaN","1","100","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","100","0","0","0","0","0","0","0","0","1","100","0","NaN"
"482","P20_I_AMBOS_Me_lo_regalaron","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"483","P20_I_AMBOS_Otro__Especificar","2","20","0","NaN","0","NaN","2","20","0","NaN","0","NaN","0","0","2","25","0","NaN","0","0","1","20","0","NaN","1","100","0","0","0","NaN","0","0","2","100","0","0","0","0","2","50","0","NaN","0","NaN","0","0","0","0","0","0","1","16.7","1","50","0","0","0","0","0","NaN"
"484","P20_I_AMBOS_No_sabe__no_contest","1","10","0","NaN","0","NaN","1","10","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","1","20","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","16.7","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","33.3","0","0","1","50","0","0","0","0","0","NaN"
"485","Total","10","100","0","NaN","0","NaN","10","100","0","NaN","0","NaN","2","100","8","100","0","NaN","3","100","5","100","0","NaN","1","100","1","100","0","NaN","1","100","2","100","6","100","1","100","4","100","0","NaN","0","NaN","2","100","1","100","3","100","6","100","2","100","1","100","1","100","0","NaN"
"486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487","MAp18E","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"488","P20_J_AMBOS_Italika","3","12","0","NaN","0","NaN","3","12","0","NaN","0","NaN","2","25","1","5.9","0","NaN","0","0","2","20","0","0","0","0","1","100","0","NaN","1","20","1","25","1","7.7","0","0","1","14.3","0","NaN","0","NaN","0","0","1","25","1","10","0","0","2","50","0","0","1","25","0","NaN"
"489","P20_J_AMBOS_Yamaha","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","0","0","1","5.9","0","NaN","0","0","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","10","1","7.7","0","0","0","0","0","0","0","NaN"
"490","P20_J_AMBOS_Honda","3","12","0","NaN","0","NaN","3","12","0","NaN","0","NaN","1","12.5","2","11.8","0","NaN","2","25","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","3","23.1","0","0","2","28.6","0","NaN","0","NaN","0","0","0","0","1","10","2","15.4","1","25","0","0","0","0","0","NaN"
"491","P20_J_AMBOS_Suzuki","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","0","0","1","5.9","0","NaN","1","12.5","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","10","1","7.7","0","0","0","0","0","0","0","NaN"
"492","P20_J_AMBOS_Bajaj","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","0","0","1","5.9","0","NaN","0","0","0","0","0","0","1","50","0","0","0","NaN","0","0","1","25","0","0","0","0","1","14.3","0","NaN","0","NaN","0","0","0","0","0","0","1","7.7","0","0","0","0","0","0","0","NaN"
"493","P20_J_AMBOS_Kawasaki","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","0","0","1","5.9","0","NaN","0","0","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","1","33.3","0","0","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","0","1","25","0","0","0","NaN"
"494","P20_J_AMBOS_Harley_Davidson","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","0","0","1","5.9","0","NaN","0","0","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","1","25","0","0","0","0","1","7.7","0","0","0","0","0","0","0","NaN"
"495","P20_J_AMBOS_Pulsar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"496","P20_J_AMBOS_Otro__Especificar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"497","P20_J_AMBOS_No_sabe__no_contest","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"498","Total","25","100","0","NaN","0","NaN","25","100","0","NaN","0","NaN","8","100","17","100","0","NaN","8","100","10","100","4","100","2","100","1","100","0","NaN","5","100","4","100","13","100","3","100","7","100","0","NaN","0","NaN","4","100","4","100","10","100","13","100","4","100","4","100","4","100","0","NaN"
"499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"500","MAMP20F1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"501","P20_K_AMBOS_Por_el_cilindraje_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"502","P20_K_AMBOS_Es_de_calidad_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"503","P20_K_AMBOS_Dise_o_de_sus_motos_1","2","66.7","0","NaN","0","NaN","2","66.7","0","NaN","0","NaN","1","50","1","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","0","0","NaN","0","0","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","0","1","100","0","NaN","2","100","0","NaN","0","0","0","NaN"
"504","P20_K_AMBOS_Rendimiento_de_gasolina_1","3","100","0","NaN","0","NaN","3","100","0","NaN","0","NaN","2","100","1","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","0","NaN","1","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","2","100","0","NaN","1","100","0","NaN"
"505","P20_K_AMBOS_Precio_1","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","50","0","0","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","1","100","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","1","100","0","NaN","1","50","0","NaN","0","0","0","NaN"
"506","P20_K_AMBOS_Desempe_o___manejo_de_la_moto_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"507","P20_K_AMBOS_Seguridad_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"508","P20_K_AMBOS_Comodidad_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"509","P20_K_AMBOS_Confiabilidad___durabilidad_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"510","P20_K_AMBOS_Status___imagen_que_la_moto_pr_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"511","P20_K_AMBOS_No_contamina_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"512","P20_K_AMBOS_Bajos_costos_de_los_servicios_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"513","P20_K_AMBOS_Bajos_costos_de_refacciones_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"514","P20_K_AMBOS_Por_su_pa_s_de_origen__mexican_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"515","P20_K_AMBOS_Otro__Especificar_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN"
"516","Total","3","100","0","NaN","0","NaN","3","100","0","NaN","0","NaN","2","100","1","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","0","NaN","1","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","2","100","0","NaN","1","100","0","NaN"
"517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"518","MAMP20F2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"519","P20_K_AMBOS_Por_el_cilindraje_2","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"520","P20_K_AMBOS_Es_de_calidad_2","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"521","P20_K_AMBOS_Dise_o_de_sus_motos_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"522","P20_K_AMBOS_Rendimiento_de_gasolina_2","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"523","P20_K_AMBOS_Precio_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"524","P20_K_AMBOS_Desempe_o___manejo_de_la_moto_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"525","P20_K_AMBOS_Seguridad_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"526","P20_K_AMBOS_Comodidad_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"527","P20_K_AMBOS_Confiabilidad___durabilidad_2","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"528","P20_K_AMBOS_Status___imagen_que_la_moto_pr_2","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"529","P20_K_AMBOS_No_contamina_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"530","P20_K_AMBOS_Bajos_costos_de_los_servicios_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"531","P20_K_AMBOS_Bajos_costos_de_refacciones_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"532","P20_K_AMBOS_Por_su_pa_s_de_origen__mexican_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"533","Total","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"535","MAMP20F3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"536","P20_K_AMBOS_Por_el_cilindraje_3","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","0","1","100","0","NaN","0","NaN","0","NaN"
"537","P20_K_AMBOS_Es_de_calidad_3","3","100","0","NaN","0","NaN","3","100","0","NaN","0","NaN","1","100","2","100","0","NaN","2","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","3","100","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","2","100","1","100","0","NaN","0","NaN","0","NaN"
"538","P20_K_AMBOS_Dise_o_de_sus_motos_3","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","33.3","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","0","1","100","0","NaN","0","NaN","0","NaN"
"539","P20_K_AMBOS_Rendimiento_de_gasolina_3","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN"
