"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"1","MP15NumAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"369","MP18C5","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"370","1","10","9.4","0","NaN","0","NaN","10","9.4","0","NaN","0","NaN","5","13.5","5","7.2","0","NaN","0","0","4","15.4","2","8","4","23.5","0","0","0","NaN","4","15.4","0","0","3","10.3","3","10.3","1","5.3","0","0","0","0","6","30","3","16.7","0","0","5","10.6","0","0","1","5.9","4","11.8","0","NaN"
"371","2","29","27.4","0","NaN","0","NaN","29","27.4","0","NaN","0","NaN","11","29.7","18","26.1","0","NaN","10","30.3","6","23.1","9","36","4","23.5","0","0","0","NaN","7","26.9","4","18.2","11","37.9","7","24.1","4","21.1","1","6.2","5","33.3","9","45","6","33.3","4","22.2","12","25.5","0","0","8","47.1","9","26.5","0","NaN"
"372","3","67","63.2","0","NaN","0","NaN","67","63.2","0","NaN","0","NaN","21","56.8","46","66.7","0","NaN","23","69.7","16","61.5","14","56","9","52.9","5","100","0","NaN","15","57.7","18","81.8","15","51.7","19","65.5","14","73.7","15","93.8","10","66.7","5","25","9","50","14","77.8","30","63.8","8","100","8","47.1","21","61.8","0","NaN"
"373","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"375","MP19","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"376","Es usada","68","64.2","0","NaN","0","NaN","68","64.2","0","NaN","0","NaN","25","67.6","43","62.3","0","NaN","16","48.5","16","61.5","22","88","11","64.7","3","60","0","NaN","16","61.5","15","68.2","16","55.2","21","72.4","7","36.8","13","81.2","11","73.3","14","70","9","50","14","77.8","31","66","3","37.5","11","64.7","23","67.6","0","NaN"
"377","Es nueva de agencia","37","34.9","0","NaN","0","NaN","37","34.9","0","NaN","0","NaN","12","32.4","25","36.2","0","NaN","17","51.5","10","38.5","2","8","6","35.3","2","40","0","NaN","10","38.5","7","31.8","13","44.8","7","24.1","12","63.2","2","12.5","4","26.7","6","30","9","50","4","22.2","15","31.9","5","62.5","6","35.3","11","32.4","0","NaN"
"378","No sabe/ no contestó","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","0","0","1","1.4","0","NaN","0","0","0","0","1","4","0","0","0","0","0","NaN","0","0","0","0","0","0","1","3.4","0","0","1","6.2","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"379","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"381","MP19A","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"382","En un lote de autos usados","9","13.2","0","NaN","0","NaN","9","13.2","0","NaN","0","NaN","3","12","6","14","0","NaN","2","12.5","2","12.5","3","13.6","1","9.1","1","33.3","0","NaN","0","0","1","6.7","3","18.8","5","23.8","1","14.3","2","15.4","0","0","3","21.4","0","0","3","21.4","6","19.4","0","0","3","27.3","0","0","0","NaN"
"383","Con un amigo (a) / Mecánico / Familiar / Compañero de trabajo","26","38.2","0","NaN","0","NaN","26","38.2","0","NaN","0","NaN","12","48","14","32.6","0","NaN","6","37.5","4","25","12","54.5","4","36.4","0","0","0","NaN","9","56.2","7","46.7","4","25","6","28.6","3","42.9","2","15.4","6","54.5","4","28.6","7","77.8","4","28.6","6","19.4","2","66.7","4","36.4","14","60.9","0","NaN"
"384","En un tianguis de autos","4","5.9","0","NaN","0","NaN","4","5.9","0","NaN","0","NaN","3","12","1","2.3","0","NaN","1","6.2","2","12.5","0","0","1","9.1","0","0","0","NaN","0","0","1","6.7","2","12.5","1","4.8","0","0","0","0","0","0","1","7.1","0","0","3","21.4","2","6.5","0","0","1","9.1","1","4.3","0","NaN"
"385","A un particular en un anuncio (Periódico / Internet etc)","25","36.8","0","NaN","0","NaN","25","36.8","0","NaN","0","NaN","6","24","19","44.2","0","NaN","6","37.5","8","50","6","27.3","4","36.4","1","33.3","0","NaN","4","25","6","40","7","43.8","8","38.1","3","42.9","6","46.2","4","36.4","6","42.9","2","22.2","4","28.6","14","45.2","0","0","3","27.3","8","34.8","0","NaN"
"386","Otro","2","2.9","0","NaN","0","NaN","2","2.9","0","NaN","0","NaN","0","0","2","4.7","0","NaN","1","6.2","0","0","0","0","1","9.1","0","0","0","NaN","1","6.2","0","0","0","0","1","4.8","0","0","1","7.7","1","9.1","0","0","0","0","0","0","1","3.2","1","33.3","0","0","0","0","0","NaN"
"387","No sabe/ no contestó","2","2.9","0","NaN","0","NaN","2","2.9","0","NaN","0","NaN","1","4","1","2.3","0","NaN","0","0","0","0","1","4.5","0","0","1","33.3","0","NaN","2","12.5","0","0","0","0","0","0","0","0","2","15.4","0","0","0","0","0","0","0","0","2","6.5","0","0","0","0","0","0","0","NaN"
"388","Total","68","100","0","NaN","0","NaN","68","100","0","NaN","0","NaN","25","100","43","100","0","NaN","16","100","16","100","22","100","11","100","3","100","0","NaN","16","100","15","100","16","100","21","100","7","100","13","100","11","100","14","100","9","100","14","100","31","100","3","100","11","100","23","100","0","NaN"
"389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"390","MP19B","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"391","P19_E_AMBOS_De_contado___en_efectivo","69","65.1","0","NaN","0","NaN","69","65.1","0","NaN","0","NaN","16","43.2","53","76.8","0","NaN","23","69.7","20","76.9","13","52","10","58.8","3","60","0","NaN","9","34.6","15","68.2","22","75.9","23","79.3","16","84.2","9","56.2","10","66.7","14","70","5","27.8","15","83.3","32","68.1","5","62.5","12","70.6","20","58.8","0","NaN"
"392","P19_E_AMBOS_Tarjeta_de_Cr_dito","4","3.8","0","NaN","0","NaN","4","3.8","0","NaN","0","NaN","2","5.4","2","2.9","0","NaN","3","9.1","0","0","0","0","1","5.9","0","0","0","NaN","1","3.8","1","4.5","2","6.9","0","0","1","5.3","2","12.5","0","0","1","5","0","0","0","0","2","4.3","1","12.5","0","0","1","2.9","0","NaN"
"393","P19_E_AMBOS_Cr_dito_personal_del_banco","8","7.5","0","NaN","0","NaN","8","7.5","0","NaN","0","NaN","3","8.1","5","7.2","0","NaN","5","15.2","1","3.8","1","4","0","0","1","20","0","NaN","3","11.5","3","13.6","2","6.9","0","0","1","5.3","0","0","1","6.7","0","0","2","11.1","4","22.2","2","4.3","0","0","3","17.6","3","8.8","0","NaN"
"394","P19_E_AMBOS_Me_la_regalaron","11","10.4","0","NaN","0","NaN","11","10.4","0","NaN","0","NaN","10","27","1","1.4","0","NaN","1","3","1","3.8","6","24","3","17.6","0","0","0","NaN","8","30.8","0","0","0","0","3","10.3","0","0","0","0","0","0","2","10","8","44.4","1","5.6","2","4.3","0","0","3","17.6","6","17.6","0","NaN"
"395","P19_E_AMBOS_Otro__Especificar","11","10.4","0","NaN","0","NaN","11","10.4","0","NaN","0","NaN","5","13.5","6","8.7","0","NaN","3","9.1","3","11.5","2","8","3","17.6","0","0","0","NaN","4","15.4","2","9.1","3","10.3","2","6.9","1","5.3","2","12.5","3","20","2","10","3","16.7","0","0","5","10.6","2","25","1","5.9","3","8.8","0","NaN"
"396","P19_E_AMBOS_No_sabe__no_contest","5","4.7","0","NaN","0","NaN","5","4.7","0","NaN","0","NaN","1","2.7","4","5.8","0","NaN","0","0","1","3.8","3","12","0","0","1","20","0","NaN","3","11.5","1","4.5","0","0","1","3.4","0","0","3","18.8","1","6.7","1","5","0","0","0","0","4","8.5","0","0","0","0","1","2.9","0","NaN"
"397","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"399","MP19BBanco1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"400","","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"401","Bancomer","3","75","0","NaN","0","NaN","3","75","0","NaN","0","NaN","2","100","1","50","0","NaN","2","66.7","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","1","100","1","50","0","NaN","1","100","2","100","0","NaN","0","0","0","NaN","0","NaN","1","50","1","100","0","NaN","1","100","0","NaN"
"402","Banamex","1","25","0","NaN","0","NaN","1","25","0","NaN","0","NaN","0","0","1","50","0","NaN","1","33.3","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","1","50","0","NaN","0","0","0","0","0","NaN","1","100","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","0","NaN"
"403","Banorte","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"404","Santander","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"405","Banco Azteca","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"406","Afirme","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"407","HSBC","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"408","Scotiabank","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"409","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"410","No sabe","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN"
"411","Total","4","100","0","NaN","0","NaN","4","100","0","NaN","0","NaN","2","100","2","100","0","NaN","3","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","1","100","2","100","0","NaN","1","100","2","100","0","NaN","1","100","0","NaN","0","NaN","2","100","1","100","0","NaN","1","100","0","NaN"
"412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"413","MP19BBanco2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"414","","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"415","Bancomer","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","0","0","1","20","0","NaN","1","20","0","0","0","0","0","NaN","0","0","0","NaN","1","33.3","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","1","25","0","0","0","NaN","1","33.3","0","0","0","NaN"
"416","Banamex","3","37.5","0","NaN","0","NaN","3","37.5","0","NaN","0","NaN","0","0","3","60","0","NaN","3","60","0","0","0","0","0","NaN","0","0","0","NaN","0","0","1","33.3","2","100","0","NaN","0","0","0","NaN","1","100","0","NaN","0","0","2","50","2","100","0","NaN","1","33.3","0","0","0","NaN"
"417","Banorte","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","1","33.3","0","0","0","NaN","1","20","0","0","0","0","0","NaN","0","0","0","NaN","0","0","1","33.3","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","1","25","0","0","0","NaN","0","0","1","33.3","0","NaN"
"418","Santander","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"419","Banco Azteca","3","37.5","0","NaN","0","NaN","3","37.5","0","NaN","0","NaN","2","66.7","1","20","0","NaN","0","0","1","100","1","100","0","NaN","1","100","0","NaN","2","66.7","1","33.3","0","0","0","NaN","1","100","0","NaN","0","0","0","NaN","2","100","0","0","0","0","0","NaN","1","33.3","2","66.7","0","NaN"
"420","Afirme","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"421","HSBC","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"422","Scotiabank","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"423","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"424","No sabe","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
